year,major_4digit,major_name,graduates,share_of_total
2023,1507,Quality Control and Safety Technologies/Technicians,3540,0.0006558390237558233
2013,0907,"Radio, Television, and Digital Communication",11621,0.0023342817629341123
2014,0907,"Radio, Television, and Digital Communication",12385,0.002468553597012462
2015,0907,"Radio, Television, and Digital Communication",12612,0.002495543954182668
2016,0907,"Radio, Television, and Digital Communication",13499,0.0026553473609006346
2017,0907,"Radio, Television, and Digital Communication",14349,0.002791472401016439
2018,0907,"Radio, Television, and Digital Communication",14960,0.0028613759010178157
2019,0907,"Radio, Television, and Digital Communication",16150,0.0030364300156465454
2020,0907,"Radio, Television, and Digital Communication",17036,0.0032076471392328988
2021,0907,"Radio, Television, and Digital Communication",17669,0.003259199412683744
2022,0907,"Radio, Television, and Digital Communication",18286,0.0033764695194504293
2023,0907,"Radio, Television, and Digital Communication",18257,0.0033823878691271376
2013,5215,Real Estate,3155,0.0006337371105805976
2014,5215,Real Estate,3430,0.0006836607862537542
2015,5215,Real Estate,3613,0.0007149064626119552
2016,5215,Real Estate,4032,0.0007931224949367626
2017,5215,Real Estate,4429,0.0008616231977212216
2018,5215,Real Estate,5183,0.000991344337899421
2019,5215,Real Estate,5700,0.0010716811819928983
2020,5215,Real Estate,5658,0.0010653244607759884
2021,5215,Real Estate,6547,0.0012076506058543478
2022,5215,Real Estate,7448,0.0013752567527543912
2023,5215,Real Estate,7783,0.0014419195259580714
2013,0410,Real Estate Development,236,4.7404741076710315e-05
2014,0410,Real Estate Development,251,5.002882138474994e-05
2015,0410,Real Estate Development,239,4.7291072395310624e-05
2016,0410,Real Estate Development,275,5.409441619732384e-05
2017,0410,Real Estate Development,290,5.6416962596331966e-05
2018,0410,Real Estate Development,370,7.076932375511977e-05
2019,0410,Real Estate Development,452,8.498243758961228e-05
2020,0410,Real Estate Development,470,8.849460879546034e-05
2021,0410,Real Estate Development,420,7.74726217288569e-05
2022,0410,Real Estate Development,636,0.00011743599553595499
2023,0410,Real Estate Development,549,0.00010171062826043702
2013,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",239380,0.048083673385351335
2014,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",253195,0.050466324424349646
2015,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",266199,0.05267295473037361
2016,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",272623,0.05362684373441097
2017,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",281215,0.05470791771216377
2018,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",291382,0.0557321813362549
2019,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",303318,0.05702810399293367
2020,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",313362,0.05900180340715541
2021,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",322592,0.05950487616370334
2022,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",319502,0.05899533875114574
2023,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing",308114,0.05708282061172366
2013,5123,Rehabilitation and Therapeutic Professions,22997,0.004619350976869097
2014,5123,Rehabilitation and Therapeutic Professions,23825,0.004748751671281543
2015,5123,Rehabilitation and Therapeutic Professions,25152,0.004976841225468004
2016,5123,Rehabilitation and Therapeutic Professions,26269,0.005167295342136363
2017,5123,Rehabilitation and Therapeutic Professions,27062,0.0052646753164894335
2018,5123,Rehabilitation and Therapeutic Professions,28068,0.00536852264637487
2019,5123,Rehabilitation and Therapeutic Professions,28559,0.0053694987502693305
2020,5123,Rehabilitation and Therapeutic Professions,28859,0.005433757266442957
2021,5123,Rehabilitation and Therapeutic Professions,29833,0.005502954104849971
2022,5123,Rehabilitation and Therapeutic Professions,30594,0.005649114539979571
2023,5123,Rehabilitation and Therapeutic Professions,29934,0.0055457303212166145
2013,3802,Religion/Religious Studies,9957,0.0020000381648339178
2014,3802,Religion/Religious Studies,10029,0.0019989603572416617
2015,3802,Religion/Religious Studies,9799,0.0019389339682077357
2016,3802,Religion/Religious Studies,9514,0.0018714700934594145
2017,3802,Religion/Religious Studies,9715,0.0018899682469771207
2018,3802,Religion/Religious Studies,9847,0.0018834203540990932
2019,3802,Religion/Religious Studies,10067,0.0018927393787934225
2020,3802,Religion/Religious Studies,9704,0.0018271312420237173
2021,3802,Religion/Religious Studies,9470,0.001746823161362559
2022,3802,Religion/Religious Studies,9039,0.0016690313893860018
2023,3802,Religion/Religious Studies,9587,0.0017761380567082143
2013,3904,Religious Education,1568,0.00031496031359441425
2014,3904,Religious Education,1793,0.0003573771981787117
2015,3904,Religious Education,1930,0.000381890249886818
2016,3904,Religious Education,1721,0.0003385326919112521
2017,3904,Religious Education,1566,0.0003046515980201926
2018,3904,Religious Education,1537,0.0002939795962476192
2019,3904,Religious Education,1497,0.000281457320954977
2020,3904,Religious Education,1336,0.00025155063266113834
2021,3904,Religious Education,1417,0.00026137786902331005
2022,3904,Religious Education,1292,0.00023856494690637398
2023,3904,Religious Education,1185,0.00021953933422334766
2020,3908,Religious Institution Administration and Law,32,6.025164854159002e-06
2021,3908,Religious Institution Administration and Law,35,6.456051810738074e-06
2022,3908,Religious Institution Administration and Law,45,8.309150627543985e-06
2023,3908,Religious Institution Administration and Law,56,1.0374854613086471e-05
2013,3905,Religious Music and Worship,460,9.239907159019806e-05
2014,3905,Religious Music and Worship,503,0.00010025696078298493
2015,3905,Religious Music and Worship,537,0.0001062565099426017
2016,3905,Religious Music and Worship,508,9.99271397390564e-05
2017,3905,Religious Music and Worship,499,9.707608391575742e-05
2018,3905,Religious Music and Worship,454,8.683587293195779e-05
2019,3905,Religious Music and Worship,477,8.968279365098465e-05
2020,3905,Religious Music and Worship,508,9.564949205977416e-05
2021,3905,Religious Music and Worship,554,0.00010219007723282552
2022,3905,Religious Music and Worship,487,8.992347456919824e-05
2023,3905,Religious Music and Worship,511,9.467054834441405e-05
2013,4227,Research and Experimental Psychology,5685,0.001141932004326687
2014,4227,Research and Experimental Psychology,6318,0.001259291209198606
2015,4227,Research and Experimental Psychology,6965,0.0013781686997210816
2016,4227,Research and Experimental Psychology,8213,0.0016155543281040753
2017,4227,Research and Experimental Psychology,9567,0.0018611761419279583
2018,4227,Research and Experimental Psychology,11968,0.0022891007208142525
2019,4227,Research and Experimental Psychology,13150,0.002472387288281862
2020,4227,Research and Experimental Psychology,15161,0.0028546101360595196
2021,4227,Research and Experimental Psychology,17542,0.003235773167541923
2022,4227,Research and Experimental Psychology,19646,0.0036275905161939808
2023,4227,Research and Experimental Psychology,22179,0.004108998222565086
2013,2313,Rhetoric and Composition/Writing Studies,15171,0.0030473615545541194
2014,2313,Rhetoric and Composition/Writing Studies,15096,0.0030089047315704585
2015,2313,Rhetoric and Composition/Writing Studies,13704,0.0027116186447922043
2016,2313,Rhetoric and Composition/Writing Studies,13496,0.002654757239996664
2017,2313,Rhetoric and Composition/Writing Studies,12950,0.0025193091918017203
2018,2313,Rhetoric and Composition/Writing Studies,12624,0.0024145728191476545
2019,2313,Rhetoric and Composition/Writing Studies,14629,0.002750460352872651
2020,2313,Rhetoric and Composition/Writing Studies,13036,0.0024545015324630233
2021,2313,Rhetoric and Composition/Writing Studies,12529,0.0023110820896210665
2022,2313,Rhetoric and Composition/Writing Studies,13544,0.0025008696910990163
2023,2313,Rhetoric and Composition/Writing Studies,13176,0.0024410550782504883
2013,1609,"Romance Languages, Literatures, and Linguistics",19937,0.004004696283247345
2014,1609,"Romance Languages, Literatures, and Linguistics",18784,0.003743989565303358
2015,1609,"Romance Languages, Literatures, and Linguistics",18058,0.003573147218889202
2016,1609,"Romance Languages, Literatures, and Linguistics",17053,0.003354443925138049
2017,1609,"Romance Languages, Literatures, and Linguistics",16502,0.003210319712981621
2018,1609,"Romance Languages, Literatures, and Linguistics",16242,0.003106582044407177
2019,1609,"Romance Languages, Literatures, and Linguistics",15711,0.0029538917632088465
2020,1609,"Romance Languages, Literatures, and Linguistics",15905,0.0029946952189187164
2021,1609,"Romance Languages, Literatures, and Linguistics",15009,0.00276853947506765
2022,1609,"Romance Languages, Literatures, and Linguistics",13644,0.0025193344702713364
2023,1609,"Romance Languages, Literatures, and Linguistics",13043,0.002416414798544408
2013,4100,SCIENCE TECHNOLOGIES/TECHNICIANS,59,1.1851185269177579e-05
2014,4100,SCIENCE TECHNOLOGIES/TECHNICIANS,82,1.634407710577488e-05
2015,4100,SCIENCE TECHNOLOGIES/TECHNICIANS,91,1.8006224217461367e-05
2016,4100,SCIENCE TECHNOLOGIES/TECHNICIANS,119,2.3408129190841954e-05
2017,4100,SCIENCE TECHNOLOGIES/TECHNICIANS,95,1.8481418781557024e-05
2018,4100,SCIENCE TECHNOLOGIES/TECHNICIANS,127,2.429109220783841e-05
2019,4100,SCIENCE TECHNOLOGIES/TECHNICIANS,176,3.309050667206142e-05
2020,4100,SCIENCE TECHNOLOGIES/TECHNICIANS,90,1.6945776152322193e-05
2021,4100,SCIENCE TECHNOLOGIES/TECHNICIANS,60,1.1067517389836699e-05
2022,4100,SCIENCE TECHNOLOGIES/TECHNICIANS,82,1.5141118921302372e-05
2023,4100,SCIENCE TECHNOLOGIES/TECHNICIANS,88,1.6303342963421598e-05
2013,4199,"Science Technologies/Technicians, Other",1242,0.0002494774932935348
2014,4199,"Science Technologies/Technicians, Other",1666,0.00033206381046610916
2015,4199,"Science Technologies/Technicians, Other",1786,0.0003533968840921539
2016,4199,"Science Technologies/Technicians, Other",1858,0.0003654815465259189
2017,4199,"Science Technologies/Technicians, Other",2281,0.0004437485920077007
2018,4199,"Science Technologies/Technicians, Other",2313,0.0004424039076907893
2019,4199,"Science Technologies/Technicians, Other",2627,0.0004939134149290077
2020,4199,"Science Technologies/Technicians, Other",3145,0.0005921607333228144
2021,4199,"Science Technologies/Technicians, Other",2451,0.00045210808537482917
2022,4199,"Science Technologies/Technicians, Other",2368,0.0004372459708005368
2023,4199,"Science Technologies/Technicians, Other",2436,0.0004513061756692615
2013,3015,"Science, Technology and Society",826,0.0001659165937684861
2014,3015,"Science, Technology and Society",866,0.00017260939967806153
2015,3015,"Science, Technology and Society",880,0.00017412612430072532
2016,3015,"Science, Technology and Society",932,0.00018333089416693024
2017,3015,"Science, Technology and Society",1102,0.00021438445786606147
2018,3015,"Science, Technology and Society",1060,0.0002027445491362891
2019,3015,"Science, Technology and Society",1171,0.00022016467791468138
2020,3015,"Science, Technology and Society",1072,0.00020184302261432656
2021,3015,"Science, Technology and Society",1095,0.00020198219236451976
2022,3015,"Science, Technology and Society",977,0.00018040089251356609
2023,3015,"Science, Technology and Society",805,0.00014913853506311802
2020,1617,Second Language Learning,63,1.1862043306625534e-05
2021,1617,Second Language Learning,108,1.992153130170606e-05
2022,1617,Second Language Learning,234,4.320758326322872e-05
2023,1617,Second Language Learning,282,5.22448035873283e-05
2013,4304,Security Science and Technology,4338,0.0008713634186049548
2014,4304,Security Science and Technology,5600,0.0011161808755163333
2015,4304,Security Science and Technology,5402,0.001068896958491498
2016,4304,Security Science and Technology,4916,0.00096701145464016
2017,4304,Security Science and Technology,5244,0.0010201743167419476
2018,4304,Security Science and Technology,5421,0.0010368662272337954
2019,4304,Security Science and Technology,5895,0.0011083439592716028
2020,4304,Security Science and Technology,6193,0.0011660576856814594
2021,4304,Security Science and Technology,6888,0.001270550996353253
2022,4304,Security Science and Technology,7884,0.0014557631899457062
2023,4304,Security Science and Technology,8130,0.001506206571507018
2013,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics",829,0.00016651919640929173
2014,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics",742,0.00014789396600591416
2015,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics",681,0.00013474987573726583
2016,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics",644,0.00012667928738573293
2017,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics",653,0.00012703543646691302
2018,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics",640,0.00012241180325209906
2019,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics",609,0.00011450067365503072
2020,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics",619,0.00011654928264763819
2021,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics",607,0.00011196638426051461
2022,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics",489,9.029277015264464e-05
2023,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics",536,9.930217986811337e-05
2013,4501,"Social Sciences, General",21938,0.004406632244664707
2014,4501,"Social Sciences, General",20822,0.00415019967678591
2015,4501,"Social Sciences, General",19909,0.003939405691708114
2016,4501,"Social Sciences, General",19805,0.003895781501047268
2017,4501,"Social Sciences, General",19712,0.0038347971265479163
2018,4501,"Social Sciences, General",19123,0.003657626427484204
2019,4501,"Social Sciences, General",19694,0.0037027524909066913
2020,4501,"Social Sciences, General",19742,0.0037171501422127193
2021,4501,"Social Sciences, General",18997,0.003504160464245463
2022,4501,"Social Sciences, General",17338,0.0032014234128968358
2023,4501,"Social Sciences, General",17458,0.0032343609256297074
2013,4599,"Social Sciences, Other",3233,0.0006494047792415442
2014,4599,"Social Sciences, Other",3030,0.0006039335808597304
2015,4599,"Social Sciences, Other",3140,0.0006213136708003153
2016,4599,"Social Sciences, Other",2947,0.0005796954346673213
2017,4599,"Social Sciences, Other",3101,0.0006032724172800876
2018,4599,"Social Sciences, Other",2935,0.0005613728789764231
2019,4599,"Social Sciences, Other",2729,0.0005130908676594069
2020,4599,"Social Sciences, Other",2491,0.0004690214266159398
