GEO_ID|B15003_E001|B15003_M001|B15003_E002|B15003_M002|B15003_E003|B15003_M003|B15003_E004|B15003_M004|B15003_E005|B15003_M005|B15003_E006|B15003_M006|B15003_E007|B15003_M007|B15003_E008|B15003_M008|B15003_E009|B15003_M009|B15003_E010|B15003_M010|B15003_E011|B15003_M011|B15003_E012|B15003_M012|B15003_E013|B15003_M013|B15003_E014|B15003_M014|B15003_E015|B15003_M015|B15003_E016|B15003_M016|B15003_E017|B15003_M017|B15003_E018|B15003_M018|B15003_E019|B15003_M019|B15003_E020|B15003_M020|B15003_E021|B15003_M021|B15003_E022|B15003_M022|B15003_E023|B15003_M023|B15003_E024|B15003_M024|B15003_E025|B15003_M025
795P200US3000100|107964|1470|554|439|0|185|0|185|0|185|0|185|0|185|0|185|0|185|0|185|0|185|725|404|1244|807|1014|529|2083|667|1310|652|25907|2946|5199|1243|7385|1247|17117|2106|9773|1612|23503|2462|8916|1435|1981|637|1253|474
795P200US3000200|124358|1381|564|313|0|185|0|185|0|185|0|185|0|185|0|185|0|185|27|43|212|213|563|280|514|352|1156|391|1632|615|1995|856|19978|2030|4732|1039|9066|1658|19653|2535|10408|1488|33107|2757|15311|2011|3013|870|2427|907
795P200US3000300|92057|1075|167|110|0|185|0|185|0|185|0|185|0|185|0|185|186|208|73|147|92|117|691|457|775|507|1047|729|769|391|986|443|22179|2858|5740|1331|6830|1318|15918|2094|7704|1332|19785|2145|7013|1371|1064|478|1038|497
795P200US3000500|113300|807|471|215|0|185|0|185|0|185|0|185|0|185|0|185|95|175|67|111|50|109|663|346|583|648|412|231|1236|549|1053|574|25752|2702|5399|1444|8481|1490|16168|1999|12781|1809|27353|2666|9320|1409|2279|667|1137|628
795P200US3000600|99022|1508|981|524|0|185|0|185|0|185|0|185|0|185|34|65|0|185|92|105|337|213|1596|575|520|296|684|354|1073|423|998|561|25750|2039|4869|882|5128|862|15538|1734|9450|1169|22442|2084|5915|1077|2104|788|1511|521
795P200US3000700|104649|3000|960|665|8|24|15|29|0|185|7|14|0|185|26|87|0|185|68|98|49|76|777|439|413|302|1311|542|2096|905|1336|599|27209|2758|5590|1026|8051|1457|17191|1719|11568|1832|19949|2359|5012|973|2097|857|916|417
795P200US3000800|77767|2846|887|710|0|185|0|185|0|185|0|185|39|65|0|185|37|72|118|212|0|185|327|377|870|691|1672|919|549|295|587|321|18886|2168|3723|1101|6556|1428|11551|1846|7778|1960|17134|2890|5481|1380|909|441|663|546
795P200US3100100|72570|1235|770|409|141|231|0|175|0|175|15|2|40|74|73|100|115|190|132|121|15|21|372|289|127|147|405|206|1173|532|1031|483|18833|1743|4290|980|6904|1503|9998|1340|10123|1453|11979|1579|4244|903|971|450|819|545
795P200US3100200|121690|1541|2995|1231|0|175|29|55|126|220|393|399|654|695|31|80|123|150|2169|941|301|259|1608|832|720|357|1324|528|1528|638|2349|704|33840|2502|4434|782|8925|1156|13511|1619|18279|1461|19572|1803|6494|1016|1463|454|822|391
795P200US3100300|73913|1188|1095|522|0|175|0|175|0|175|0|175|213|296|387|544|348|416|294|281|249|234|321|165|358|225|595|357|755|351|1212|573|21777|2473|2011|568|5846|1141|10641|1484|10153|1344|11506|1508|4596|837|1128|520|428|249
795P200US3100400|71515|1463|3698|1186|0|175|0|175|0|175|0|175|105|179|0|175|150|244|307|339|55|81|878|395|548|329|572|291|800|305|942|542|19081|1846|3410|846|6465|1068|10552|1336|8853|1191|10330|1516|3207|703|1031|505|531|404
795P200US3100500|78260|1293|1093|513|104|172|0|175|0|175|59|123|0|175|0|175|318|282|443|328|57|72|514|440|104|83|279|138|598|273|650|300|17989|1717|2381|640|7755|1336|12180|1444|9520|1277|15822|1885|5039|980|2052|624|1303|482
795P200US3100600|94444|1571|1050|393|0|175|15|29|116|98|31|3|51|64|0|175|132|154|294|215|31|54|470|228|523|286|456|206|1139|419|1330|387|24480|1862|4468|840|6718|1134|12039|1382|15317|1217|16555|1482|7552|1139|1047|406|630|319
795P200US3100701|75140|773|455|267|0|175|0|175|0|175|0|175|19|28|50|76|17|28|642|433|7|11|520|438|384|300|680|399|1275|711|446|221|20363|2037|2083|595|6278|1101|10785|1745|9034|1224|14038|1481|6249|1082|986|541|829|326
795P200US3100702|134078|874|1508|658|0|175|0|175|0|175|0|175|68|113|0|175|0|175|421|449|0|175|8|3|363|394|287|176|274|169|1702|707|29078|3325|2097|669|10057|1917|18584|2106|12272|1797|36442|2699|16694|2076|2043|814|2180|858
795P200US3100801|107701|4455|2941|1372|44|71|0|175|149|217|60|10|116|196|332|463|264|296|504|482|253|337|284|234|1359|899|371|428|655|333|1834|729|19682|2202|3865|1042|8679|1827|13615|2630|10625|1723|26469|2541|12237|2035|1454|670|1909|686
795P200US3100802|103332|4548|1727|814|0|175|0|175|12|3|4|5|0|175|23|41|0|175|0|175|9|18|245|294|352|422|125|141|151|142|1087|428|15063|2133|2290|728|5824|1109|11452|1655|13315|1891|30475|2516|13982|1544|3664|859|3532|854
795P200US3100901|140002|5248|2333|1052|0|175|0|175|45|74|0|175|0|175|53|94|0|175|132|197|164|208|205|264|279|295|422|341|176|207|1639|840|22513|2379|3196|854|8661|1850|19137|2930|12253|1580|43294|2869|17483|2227|4418|1200|3599|1114
795P200US3100902|108593|4943|1317|1039|47|82|0|175|0|175|179|260|0|175|43|68|0|175|0|175|136|210|0|175|314|427|357|274|972|560|1640|1020|15976|2221|1870|802|6368|1305|13577|2057|11286|2028|33452|2991|15259|2099|3370|845|2430|670
795P200US3100903|70462|4522|2580|1069|68|66|0|175|0|175|0|175|0|175|0|175|201|258|148|250|0|175|459|421|830|727|839|562|1236|687|2042|1198|17580|2620|3597|1251|6530|1728|8592|2298|4737|1113|12414|2070|6433|1809|902|459|1274|947
795P200US3100904|75107|4760|3900|1585|0|175|35|59|175|286|389|365|283|249|498|401|239|303|2612|892|119|165|852|597|2311|918|421|261|764|358|1559|688|14758|2075|2895|866|4551|1192|11680|2512|4554|1460|13858|2108|5278|1048|1882|712|1494|782
795P200US3200101|112372|4022|3169|1311|0|236|63|103|0|236|91|151|0|236|0|236|511|496|2557|1702|581|713|955|743|1430|1102|1663|821|1008|527|2770|871|23059|2802|4166|1230|9422|1851|16197|2328|11195|1863|22764|2704|7639|1340|2323|1137|809|433
795P200US3200102|135624|4825|4637|1914|0|236|66|110|60|101|961|857|53|89|182|301|1208|1108|2176|1283|723|572|1263|647|1698|1037|1379|716|1463|666|2917|944|25848|2560|4754|1267|9094|1841|17767|2498|10114|1715|31672|3093|12107|1843|2997|924|2485|667
795P200US3200103|113905|5264|702|562|0|236|0|236|0|236|0|236|0|236|136|225|0|236|376|541|299|385|50|84|872|742|547|519|1782|969|1906|928|15341|2083|4305|1262|8709|1708|17292|2707|9552|1802|29467|3218|13803|2030|4754|1167|4012|1377
795P200US3200200|131105|2109|1921|772|107|100|0|236|48|81|0|236|110|135|17|35|202|237|411|300|35|75|1266|610|1279|630|2572|982|2761|930|4071|1406|39196|3508|11871|2145|13614|1844|18279|2593|14908|1921|13010|1902|4211|1230|948|443|268|221
795P200US3200300|134759|1736|1955|698|0|236|0|236|4|3|44|54|59|74|84|135|220|254|925|509|165|221|664|481|2500|1478|1178|689|2685|974|4578|1335|29578|2860|7949|1554|12761|1743|23074|2686|14814|2029|19678|2315|8802|1705|2016|733|1026|466
795P200US3200401|107959|7371|1563|733|0|236|0|236|0|236|49|83|215|352|57|95|0|236|54|91|137|229|256|331|68|62|510|323|1034|534|3967|1504|22520|3258|4266|1616|9005|1596|17762|2992|11916|2188|20507|2780|9662|2086|2650|730|1761|870
795P200US3200402|99231|6771|6595|2173|0|236|0|236|0|236|159|224|180|252|291|407|86|109|2348|752|178|174|711|414|1434|684|1856|966|1975|919|4402|1242|27560|3349|7767|2065|7525|1814|14713|2220|8176|1721|8873|1815|3048|873|1220|977|134|171
795P200US3200403|155332|6543|8425|2050|0|236|365|330|244|404|238|389|835|611|554|413|1334|601|4362|1534|154|189|1319|856|1242|605|2022|825|3201|1203|6744|1840|42196|4534|6023|1419|10801|2061|21576|3350|14003|2080|20576|2682|7057|1476|1225|490|836|446
795P200US3200404|117630|6932|1975|1143|0|236|0|236|391|612|0|236|14|4|0|236|0|236|176|285|0|236|190|152|2183|1148|506|363|555|494|2206|829|32845|4779|3784|1196|9231|1704|15782|2723|10771|2381|23144|2475|8542|1454|3192|1073|2143|1159
795P200US3200405|138562|7756|952|500|0|236|0|236|0|236|197|331|120|201|0|236|0|236|543|534|31|65|238|290|792|509|1232|1060|606|418|3372|1177|27027|3714|5270|1534|8795|1938|20934|3076|13304|2405|33542|3414|14093|2249|5390|1341|2124|890
795P200US3200406|89699|7670|2749|966|0|236|0|236|368|428|0|236|680|628|0|236|23|37|1473|882|55|94|489|401|2982|1741|2177|1462|1544|749|3451|1044|26728|3586|5512|1552|6373|1444|13942|2602|6157|1696|10315|2095|2982|1211|1177|494|522|397
795P200US3200407|83923|6204|5256|1685|0|236|40|66|0|236|392|342|670|483|349|378|313|300|5710|1953|690|600|602|487|3098|1129|1140|665|3177|1092|4177|1297|25914|3507|3751|1077|4172|1188|9301|1649|5785|1489|7067|1741|1275|542|655|278|389|370
795P200US3200408|105191|8142|4086|1368|189|237|0|236|140|188|82|136|344|326|189|251|297|350|3230|1190|575|482|729|696|1144|631|1970|893|2686|970|6286|1802|32560|4858|4916|1358|5640|1151|15467|2982|7767|1855|11664|1959|3436|1177|1543|822|251|272
795P200US3200409|110372|7645|3805|1489|0|236|0|236|0|236|0|236|16|4|236|297|371|436|3211|2700|556|432|1059|629|2901|1582|2728|1271|1942|1079|6244|1917|28865|3307|5441|1491|6406|1626|16426|2630|8398|2252|15316|2453|3981|1121|1425|717|1045|618
795P200US3200410|87257|6978|2321|813|0|236|0|236|53|89|0|236|54|51|0|236|0|236|707|936|607|435|1126|924|3340|1481|447|318|856|624|3375|1062|24450|4071|2144|824|6152|1618|10723|2097|7207|1688|17452|3105|4377|1239|1344|512|522|311
795P200US3200411|108558|8837|2306|1423|0|236|0|236|0|236|223|374|0|236|0|236|613|581|138|177|0|236|704|710|135|227|259|173|939|643|1719|740|18633|4575|3476|1091|6387|2127|15169|2896|11449|2475|28898|4541|11714|2698|4106|1576|1690|1111
795P200US3200412|129518|9461|2568|1250|0|236|0|236|0|236|0|236|117|135|0|236|98|163|356|277|165|261|505|489|827|678|836|799|731|479|2762|1176|31482|4528|4967|1519|11840|2960|21854|3264|10063|2110|29235|3926|7200|1669|2529|1064|1383|614
795P200US3200413|83641|6191|1053|763|0|236|0|236|0|236|353|573|0|236|213|355|169|277|402|355|258|294|129|166|188|181|579|347|457|340|2256|1056|18259|3120|3741|1035|7318|1557|12828|2057|8117|1889|18088|2855|4856|1327|2948|1146|1429|787
795P200US3200414|107761|6947|1682|974|0|236|0|236|0|236|0|236|592|936|110|184|0|236|131|154|0|236|0|236|101|130|543|352|1171|683|2173|1046|15401|2425|3325|1519|7910|1401|16498|2844|8417|1896|29492|3505|13848|2088|3803|1155|2564|969
795P200US3200415|165278|9058|2110|1151|0|236|507|611|0|236|70|118|0|236|0|236|367|608|890|901|0|236|940|1170|716|463|625|427|1089|688|4034|1610|37929|4742|6975|1794|15262|2880|21194|3093|16393|2367|36622|4125|14752|2889|3166|1056|1637|624
795P200US3300100|125668|1071|681|440|8|16|0|200|0|200|0|200|0|200|47|79|0|200|0|200|255|256|256|214|692|429|1262|700|1749|566|2096|823|31254|1813|6118|979|8507|1326|13298|1698|11496|1475|25324|2285|13680|1621|4405|1197|4540|1137
795P200US3300201|109116|2390|569|267|17|30|0|200|0|200|0|200|0|200|0|200|0|200|439|493|0|200|442|346|645|474|1451|790|1508|747|843|445|27098|2621|4480|969|8126|1522|13221|2249|11356|1689|24945|2248|10101|1143|2718|911|1157|543
795P200US3300301|106837|2473|405|321|0|200|0|200|0|200|0|200|0|200|0|200|0|200|0|200|159|138|405|263|1062|658|790|435|952|484|1132|556|25231|3070|4607|1213|6527|1326|13298|2226|10648|1872|25654|2636|12646|1878|1802|596|1519|483
795P200US3300401|86303|2896|722|471|225|325|68|114|0|200|0|200|0|200|0|200|0|200|60|72|31|52|284|284|199|174|463|362|886|461|1052|406|19328|2665|3576|1076|4711|1116|9426|1742|8954|1522|20576|2467|11424|1682|2659|677|1659|546
795P200US3300501|80691|2609|461|333|0|200|0|200|0|200|0|200|97|148|0|200|0|200|0|200|0|200|146|125|140|88|486|340|1050|599|1389|635|22611|2325|1929|460|5060|1119|10383|1701|8940|1741|17005|1606|8266|1170|1404|506|1324|610
795P200US3300601|84096|2502|903|444|0|200|0|200|0|200|0|200|36|63|201|323|0|200|364|423|423|513|265|188|1860|1156|1260|606|1177|809|836|519|21244|2303|3989|1278|4386|1193|8250|1970|7205|1592|20431|2572|9343|2046|1048|399|875|509
795P200US3300602|79575|3170|625|410|0|200|0|200|0|200|59|96|113|183|0|200|0|200|0|200|0|200|265|228|41|69|440|423|136|170|515|307|14742|1993|1918|823|4989|1236|10439|1762|9086|1908|23613|2253|10794|1730|1208|517|592|330
795P200US3300603|86105|3136|50|87|14|24|94|160|0|200|0|200|0|200|0|200|0|200|120|205|928|803|126|114|103|101|1171|1034|1453|771|1121|552|19492|2584|3152|1132|4268|1009|9936|1850|7776|1401|18990|2405|14187|2121|1583|659|1541|579
795P200US3300701|121433|5441|809|555|0|200|0|200|0|200|0|200|0|200|7|18|0|200|0|200|80|132|831|620|59|4|822|451|871|683|967|505|23639|3412|3839|1092|6690|1357|14332|2945|12013|1902|35473|3471|16368|1976|2724|898|1909|771
795P200US3300801|158211|4364|1511|745|0|200|0|200|0|200|0|200|0|200|56|187|63|85|102|177|0|200|612|476|483|274|719|527|1523|802|1585|749|28996|2730|5667|1462|10190|1729|15552|2152|13664|2074|46348|3337|23726|2806|3850|917|3564|1089
795P200US3400101|102665|4272|2738|945|29|49|0|226|0|226|0|226|0|226|41|70|266|359|717|556|0|226|582|627|972|528|2222|1234|1313|857|2608|1412|28214|2759|3596|1358|8634|2259|11886|2040|7536|1495|19951|2465|7694|1678|2849|934|817|389
795P200US3400102|84993|3558|2150|732|0|226|0|226|0|226|0|226|38|69|0|226|141|206|1056|1062|40|73|496|381|728|595|514|391|1567|787|2431|1044|25516|3808|2936|980|5062|1334|8659|1531|7074|1822|18017|2243|6753|1400|1225|699|590|396
795P200US3400301|82603|3760|2545|1020|0|226|79|130|0|226|59|103|300|329|226|285|88|25|325|428|401|371|818|484|178|282|575|360|448|368|2149|875|16075|2247|2543|785|2818|850|7919|1794|3674|1162|23817|3233|12583|2475|3091|1232|1892|832
795P200US3400302|91855|5712|2349|1136|0|226|0|226|0|226|0|226|0|226|0|226|0|226|0|226|204|284|1005|718|644|562|240|231|474|391|1509|821|20858|3038|2449|939|5055|1243|8797|1836|7296|1770|27734|3442|10082|1844|1818|803|1341|751
795P200US3400303|104359|5516|3051|1176|0|226|74|128|0|226|178|242|343|273|352|404|196|239|1212|710|177|290|533|369|942|793|750|520|1693|1244|1842|967|17860|3117|2002|935|3703|1032|8105|1849|7194|1610|32268|3350|16049|2368|2954|1207|2881|718
795P200US3400304|95386|4542|2504|1248|0|226|0|226|135|224|76|127|74|129|44|74|75|130|168|205|0|226|830|642|163|209|927|527|827|400|1011|641|28040|3012|3395|985|5034|1198|8231|1492|8372|1600|22075|2650|8239|1318|2936|1331|2230|939
795P200US3400305|89141|4992|1556|829|163|157|65|107|0|226|0|226|0|226|0|226|143|243|84|141|81|132|305|173|82|114|40|4|649|535|1071|534|12025|2224|1526|759|2622|840|5954|1513|7666|1951|31018|3414|16570|2329|5166|1378|2355|754
795P200US3400306|72556|4176|655|398|0|226|46|76|0|226|11|19|0|226|0|226|41|68|264|242|0|226|316|233|139|222|221|139|147|178|1285|963|9819|1957|842|450|2024|747|6411|1380|3438|1140|28677|2743|13673|2046|2834|777|1713|698
795P200US3400307|88448|5704|1680|673|0|226|53|95|0|226|53|8|197|262|695|905|372|329|336|239|0|226|803|555|265|280|246|253|439|398|1626|813|16606|2616|1938|789|3607|946|8860|1573|4439|1184|30283|3674|12563|1808|1863|962|1524|540
795P200US3400308|74888|4569|854|611|0|226|58|96|0|226|0|226|0|226|0|226|0|226|984|1382|86|100|286|275|71|119|542|393|49|82|621|433|8440|2931|615|573|2697|804|3577|1220|2882|823|31148|2848|15238|2197|4491|1232|2249|758
795P200US3400501|93371|3841|3080|993|0|226|0|226|0|226|11|21|461|330|443|418|605|458|2884|1383|744|521|1858|852|1511|851|1207|685|1126|546|2578|1076|30192|3718|2917|1116|5039|1280|6956|1343|7435|1979|15597|2165|7296|1822|871|455|560|370
795P200US3400502|83733|4435|1597|871|0|226|51|90|0|226|33|48|221|292|160|266|298|317|902|879|154|230|629|477|111|158|52|75|117|118|1070|567|20841|2686|1296|488|4680|1074|7320|1523|7648|1961|23491|2440|9119|1554|2849|1061|1094|586
795P200US3400503|100080|2449|5897|1505|100|162|0|226|174|304|80|131|0|226|1003|796|731|534|2792|1198|2910|2344|3572|1329|1376|646|2249|841|2413|992|3635|1220|34808|3984|3316|1021|6522|1663|13033|2110|4864|1233|7401|1579|2811|1049|327|371|66|112
795P200US3400504|76293|3735|524|346|0|226|0|226|0|226|10|1|0|226|0|226|131|110|267|280|151|159|756|472|248|179|139|101|640|434|497|296|14210|2214|1195|530|3937|1146|7260|1788|5778|1244|26075|2640|10850|1731|1769|627|1856|853
795P200US3400601|130530|6144|2810|1014|116|210|0|226|0|226|227|360|0|226|75|134|386|395|216|161|255|315|664|797|357|337|592|553|729|615|1172|557|14004|3167|1791|679|2941|1013|6811|1896|2854|862|44837|4924|39471|4002|6166|1750|4056|1148
795P200US3400602|92658|5087|1902|932|0|226|0|226|181|306|0|226|99|163|172|198|688|678|1499|833|594|787|1359|730|695|556|1105|702|1798|1055|1742|1125|19601|3135|3552|1448|4222|1458|10811|2384|6730|1562|23813|3034|10159|2094|1203|710|733|462
795P200US3400603|107976|4388|3299|1277|45|76|0|226|0|226|347|339|480|364|503|512|529|473|1839|817|445|387|1127|922|885|598|294|353|1521|797|2626|1210|15940|2247|1685|574|3011|1083|7982|1954|4408|1234|39477|3650|17744|2754|2445|885|1344|681
795P200US3400604|104358|3953|5881|1964|0|226|99|118|826|853|712|656|1919|1080|1499|967|937|927|3071|1447|279|386|1027|582|1089|750|845|525|832|646|2760|1272|22330|2975|1920|840|3883|1149|11428|2492|4741|1379|21521|3086|12862|2429|1437|611|2460|1059
795P200US3400605|99816|3786|3101|934|148|249|169|267|136|165|330|388|736|1039|1649|938|385|399|1231|790|305|324|1207|706|554|425|610|516|1556|925|1482|540|23711|2720|3746|1320|3761|1153|9089|1818|4448|1224|25195|2914|12023|2680|2018|878|2226|909
795P200US3400800|97143|659|625|362|126|219|0|226|0|226|0|226|0|226|0|226|0|226|104|153|0|226|75|125|103|152|67|44|943|932|853|408|17081|2286|1316|560|4509|927|9316|1476|5989|1223|33316|2418|17555|2279|2518|633|2647|757
795P200US3400901|105397|3423|1622|953|0|226|0|226|0|226|0|226|0|226|71|119|527|517|35|4|0|226|519|479|71|72|231|199|935|652|1688|997|20165|2348|3860|1283|6191|2245|12521|2380|6804|1257|30589|3206|15750|2090|2811|936|1007|553
795P200US3400902|83217|3688|2067|1156|0|226|0|226|0|226|0|226|0|226|0|226|261|309|201|207|32|54|69|91|0|226|264|302|2273|1320|1614|776|8004|1734|782|417|1898|790|5261|1478|4405|1631|28117|3026|21022|2706|3075|1270|3872|1110
795P200US3400903|85666|4450|1574|622|55|90|0|226|0|226|64|106|0|226|80|143|309|488|799|621|462|551|281|240|274|294|1495|830|1308|923|2782|1675|19245|2943|1639|842|3952|1134|6989|1702|4281|975|23418|3208|13633|1897|1778|622|1248|566
795P200US3400904|83748|4699|1825|947|61|108|0|226|0|226|0|226|0|226|91|158|0|226|199|283|0|226|127|153|40|68|428|379|822|530|1786|825|12562|2315|1748|845|3837|1124|6403|1486|4981|1094|27103|2957|17054|2620|2660|1067|2021|721
795P200US3400905|85828|4922|1582|788|0|226|0|226|0|226|0|226|136|169|0|226|446|552|422|347|56|99|523|544|510|455|1244|770|1341|620|2610|1174|16218|2517|4026|1033|5252|1301|7880|2287|6054|1819|22220|3110|11843|2432|2523|1190|942|510
795P200US3400906|95845|5859|3029|1204|0|226|48|83|120|142|97|157|256|290|854|618|354|392|2219|990|740|501|2098|1209|724|518|484|340|2336|1092|2952|1091|19043|2816|2289|941|4250|1314|8275|2284|7016|1633|19957|2418|14117|2023|1927|636|2660|947
795P200US3400907|78981|3648|3101|1511|0|226|0|226|53|88|0|226|1298|861|25|41|760|941|500|437|1660|1529|2579|1181|1588|987|632|588|1253|968|3955|1668|19283|3365|3398|1123|4713|1709|7459|1847|4394|1210|14941|2169|5852|1592|899|509|638|554
795P200US3401001|79032|3620|291|215|54|94|0|226|0|226|0|226|0|226|0|226|91|151|371|496|0|226|188|186|173|182|277|325|185|150|828|739|8188|1355|975|533|2635|947|6433|1365|4133|877|27583|2408|18587|2306|4525|1096|3515|992
795P200US3401002|86812|2934|2087|1026|0|226|0|226|0|226|56|100|98|168|90|147|0|226|120|207|101|160|256|361|401|626|373|359|307|308|466|394|11382|2272|1142|706|4152|1755|6080|1619|5372|1578|27811|2871|19626|2784|2792|782|4100|1363
795P200US3401003|90527|3737|1986|929|31|51|0|226|231|296|0|226|378|509|31|50|535|532|1190|1171|352|358|943|713|1073|868|5|3|306|283|845|474|19885|2822|2614|943|4988|1132|9866|1837|4350|955|24560|3182|12685|1944|1831|931|1842|670
795P200US3401101|82159|3765|1269|808|43|69|0|226|0|226|341|433|0|226|0|226|0|226|354|285|12|5|8|2|486|337|324|294|511|377|1428|689|12268|1463|1679|597|4495|1120|8001|1868|5605|1137|28445|2451|12624|1859|3088|733|1178|447
795P200US3401102|77924|3317|1267|619|0|226|0|226|0|226|0|226|238|300|0|226|10|2|519|433|32|6|543|458|525|694|235|190|254|205|1818|903|15480|2209|2268|842|4151|1172|6650|1283|4937|1064|22323|2719|12726|2222|2660|946|1288|616
795P200US3401103|80305|4382|1668|927|59|105|0|226|0|226|181|276|249|297|290|389|41|71|566|402|231|224|294|253|580|544|600|733|251|261|1775|908|16138|2739|3027|1325|4951|1235|7005|1419|5365|1153|22444|2471|10781|1763|1835|638|1974|764
795P200US3401104|75427|4385|570|349|0|226|0|226|0|226|0|226|0|226|185|295|60|99|56|93|0|226|191|202|78|142|792|529|338|238|1422|831|13328|1695|1432|961|4333|1186|5902|1506|5584|1596|26094|2405|10562|1683|2965|1098|1535|829
795P200US3401105|75030|5214|819|629|0|226|0|226|92|165|67|111|0|226|0|226|40|66|283|308|86|69|472|364|699|609|1109|746|1016|585|860|368|15666|2952|1488|591|5696|1653|5439|1328|6278|1456|22016|3007|9546|1717|1930|754|1428|645
795P200US3401106|71630|2707|309|226|0|226|0|226|0|226|0|226|37|65|37|62|94|113|831|1067|0|226|374|494|24|41|109|106|250|228|609|366|13785|2223|788|339|2526|831|6662|1494|5226|1238|22731|2681|11045|1837|3883|1254|2310|1165
795P200US3401201|98269|3355|543|308|60|105|0|226|0|226|0|226|0|226|0|226|0|226|112|179|0|226|248|207|18|32|594|482|1093|644|896|415|29425|2839|3086|981|8322|1554|10496|1513|9078|1460|21432|2244|9507|1794|2460|803|899|492
795P200US3401202|124872|4443|2178|976|0|226|0|226|0|226|106|175|0|226|0|226|104|46|35|2|56|95|744|523|803|399|834|615|949|475|2045|702|34144|3556|3417|965|9873|1644|14389|1640|10795|2029|30653|2667|10142|1422|1872|812|1733|866
795P200US3401203|57930|3522|1563|1202|0|226|0|226|0|226|0|226|184|285|163|288|123|197|368|409|404|598|251|244|46|81|135|184|940|712|2709|1368|15792|2779|1925|1080|3886|1127|7638|2000|1764|670|9126|1647|8838|2113|1344|711|731|579
795P200US3401204|87979|3191|1002|915|0|226|163|266|46|81|0|226|0|226|0|226|208|246|451|702|267|335|1207|1020|805|567|548|396|522|420|1598|717|30188|3184|2415|690|5711|1343|9687|2284|6563|1643|15932|2387|7628|1337|1673|857|1365|779
795P200US3401205|82061|3321|1145|716|0|226|0|226|0|226|0|226|0|226|0|226|0|226|41|2|0|226|190|245|99|168|675|486|183|172|1080|457|17327|1834|2143|1108|6554|1616|8240|1631|6226|1336|25388|2577|10159|1756|1764|802|847|382
795P200US3401401|89090|3116|1902|1238|84|101|0|226|0|226|216|339|0|226|0|226|66|113|322|482|0|226|853|630|422|558|1123|738|900|475|2487|1210|21299|2670|1805|911|4281|1299|5812|1364|5688|1600|24707|2946|12855|2071|2754|848|1514|865
795P200US3401402|70292|3094|2670|1067|62|108|329|432|0|226|0|226|0|226|164|256|0|226|15|6|0|226|1232|1166|748|657|724|1004|1977|1596|2787|1208|18168|3059|1278|731|1849|826|6959|1949|4581|1534|14677|2368|9042|1864|2402|710|628|439
795P200US3401404|76949|2952|651|427|414|563|0|226|0|226|123|196|40|2|0|226|87|106|767|490|0|226|445|392|443|486|267|382|100|99|885|470|8843|1892|316|279|2898|1133|4204|1441|3598|1110|24344|2701|19183|1979|6224|1508|3117|916
795P200US3401405|75902|3526|1615|906|65|108|0|226|0|226|296|364|238|229|379|407|716|551|1870|1063|573|586|752|528|1116|856|2009|1947|1611|832|3446|1324|21100|3469|3367|1418|3397|1355|8533|2379|4118|1503|12295|2728|5619|1823|2093|1648|694|495
795P200US3401406|97851|5839|2383|1054|57|96|0|226|184|292|486|506|1418|882|946|738|1359|772|7240|1957|1682|940|3310|1526|2238|1037|1805|932|1827|1038|2630|1060|30821|3795|2903|747|3297|1166|10055|2371|4218|1431|12193|2926|4791|1551|249|263|1759|1205
795P200US3401407|103223|5993|4235|1199|279|380|0|226|0|226|0|226|169|268|128|219|0|226|567|423|513|441|1423|874|715|414|716|520|2188|849|3406|1204|36575|4428|5862|1696|4849|1571|10397|1959|6985|1812|15982|2845|7000|2058|680|457|554|390
795P200US3401501|103735|4982|1189|637|0|226|0|226|0|226|0|226|447|454|296|430|65|110|1781|1579|176|212|274|317|230|369|204|216|587|368|1592|765|25508|3450|2559|908|3983|917|9513|2057|8008|1605|32656|3076|11606|1755|1552|605|1509|776
795P200US3401502|94647|4228|1160|594|0|226|0|226|0|226|0|226|0|226|66|112|160|190|248|228|0|226|178|227|672|599|251|319|830|636|1061|490|16654|2658|1626|793|4851|1395|6302|1336|7353|1436|32785|2969|15323|2095|2995|929|2132|586
795P200US3401503|83986|3516|1458|1099|0|226|221|363|0|226|0|226|137|143|0|226|288|448|167|175|325|449|0|226|212|193|515|531|621|385|1679|786|12218|1973|849|414|4100|1224|6450|1522|3890|872|28829|2503|16660|2491|3087|915|2280|760
795P200US3401600|107772|676|1052|514|0|226|0|226|0|226|0|226|0|226|39|71|0|226|64|64|150|180|101|98|307|271|871|402|707|452|1578|643|28237|2475|3619|1091|8750|1486|10657|1713|8675|1595|27276|2391|12201|1660|2213|888|1275|454
795P200US3401700|84516|796|714|353|0|226|0|226|0|226|0|226|0|226|0|226|378|451|454|435|132|238|383|260|904|618|770|437|471|318|855|451|23301|2143|2908|1027|6891|1125|10040|1761|6928|1341|19259|2464|8584|1772|721|390|823|541
795P200US3401901|79176|3957|1661|684|0|226|0|226|0|226|48|79|293|370|1032|650|40|68|596|472|453|524|704|508|1470|775|1009|604|788|518|1525|675|19970|2569|1967|710|5052|1298|10367|2490|6280|1688|16638|2312|6821|1288|1136|558|1326|661
795P200US3401902|75103|4430|397|360|0|226|0|226|0|226|0|226|516|782|0|226|0|226|349|491|0|226|351|423|7|1|541|462|174|266|335|286|8356|1689|357|261|2168|747|5099|1081|3648|1107|27709|3136|16757|1933|5637|1169|2702|777
